mlp
2024-08-18 16:15:28.236549: Remain 348 Samples, max category conditions [33], timestep  999
2024-08-18 16:16:27.795570: Remain 348 Samples, max category conditions [33], timestep  314
2024-08-18 16:16:27.880050: Remain 348 Samples, max category conditions [33], timestep  313
2024-08-18 16:16:27.965192: Remain 348 Samples, max category conditions [33], timestep  312
2024-08-18 16:16:28.052802: Remain 348 Samples, max category conditions [33], timestep  311
2024-08-18 16:16:28.138416: Remain 348 Samples, max category conditions [33], timestep  310
2024-08-18 16:16:28.224022: Remain 348 Samples, max category conditions [33], timestep  309
2024-08-18 16:16:28.309604: Remain 348 Samples, max category conditions [33], timestep  308
2024-08-18 16:16:28.396674: Remain 348 Samples, max category conditions [33], timestep  307
2024-08-18 16:16:28.482241: Remain 348 Samples, max category conditions [33], timestep  306
2024-08-18 16:16:28.567853: Remain 348 Samples, max category conditions [33], timestep  305
2024-08-18 16:16:28.653465: Remain 348 Samples, max category conditions [33], timestep  304
2024-08-18 16:16:28.739080: Remain 348 Samples, max category conditions [33], timestep  303
2024-08-18 16:16:28.824687: Remain 348 Samples, max category conditions [33], timestep  302
2024-08-18 16:16:28.911265: Remain 348 Samples, max category conditions [33], timestep  301
2024-08-18 16:16:28.996871: Remain 348 Samples, max category conditions [33], timestep  300
2024-08-18 16:16:29.082378: Remain 348 Samples, max category conditions [33], timestep  299
2024-08-18 16:16:29.169920: Remain 348 Samples, max category conditions [33], timestep  298
2024-08-18 16:16:29.254565: Remain 348 Samples, max category conditions [33], timestep  297
2024-08-18 16:16:29.341134: Remain 348 Samples, max category conditions [33], timestep  296
2024-08-18 16:16:29.426613: Remain 348 Samples, max category conditions [33], timestep  295
2024-08-18 16:16:29.514251: Remain 348 Samples, max category conditions [33], timestep  294
2024-08-18 16:16:29.599286: Remain 348 Samples, max category conditions [33], timestep  293
2024-08-18 16:16:29.686764: Remain 348 Samples, max category conditions [33], timestep  292
2024-08-18 16:16:29.772332: Remain 348 Samples, max category conditions [33], timestep  291
2024-08-18 16:16:29.857945: Remain 348 Samples, max category conditions [33], timestep  290
2024-08-18 16:16:29.943459: Remain 348 Samples, max category conditions [33], timestep  289
2024-08-18 16:16:30.030103: Remain 348 Samples, max category conditions [33], timestep  288
2024-08-18 16:16:30.114710: Remain 348 Samples, max category conditions [33], timestep  287
2024-08-18 16:16:30.200760: Remain 348 Samples, max category conditions [33], timestep  286
2024-08-18 16:16:30.287378: Remain 348 Samples, max category conditions [33], timestep  285
2024-08-18 16:16:30.373882: Remain 348 Samples, max category conditions [33], timestep  284
2024-08-18 16:16:30.459427: Remain 348 Samples, max category conditions [33], timestep  283
2024-08-18 16:16:30.545072: Remain 348 Samples, max category conditions [33], timestep  282
2024-08-18 16:16:30.629660: Remain 348 Samples, max category conditions [33], timestep  281
2024-08-18 16:16:30.716258: Remain 348 Samples, max category conditions [33], timestep  280
2024-08-18 16:16:30.801295: Remain 348 Samples, max category conditions [33], timestep  279
2024-08-18 16:16:30.886743: Remain 348 Samples, max category conditions [33], timestep  278
2024-08-18 16:16:30.974356: Remain 348 Samples, max category conditions [33], timestep  277
2024-08-18 16:16:31.060962: Remain 348 Samples, max category conditions [33], timestep  276
2024-08-18 16:16:31.147572: Remain 348 Samples, max category conditions [33], timestep  275
2024-08-18 16:16:31.232184: Remain 348 Samples, max category conditions [33], timestep  274
2024-08-18 16:16:31.317791: Remain 348 Samples, max category conditions [33], timestep  273
2024-08-18 16:16:31.405416: Remain 348 Samples, max category conditions [33], timestep  272
2024-08-18 16:16:31.490451: Remain 348 Samples, max category conditions [33], timestep  271
2024-08-18 16:16:31.575986: Remain 348 Samples, max category conditions [33], timestep  270
2024-08-18 16:16:31.662628: Remain 348 Samples, max category conditions [33], timestep  269
2024-08-18 16:16:31.748170: Remain 348 Samples, max category conditions [33], timestep  268
2024-08-18 16:16:31.832779: Remain 348 Samples, max category conditions [33], timestep  267
2024-08-18 16:16:31.919394: Remain 348 Samples, max category conditions [33], timestep  266
2024-08-18 16:16:32.003972: Remain 348 Samples, max category conditions [33], timestep  265
2024-08-18 16:16:32.090011: Remain 348 Samples, max category conditions [33], timestep  264
2024-08-18 16:16:32.175588: Remain 348 Samples, max category conditions [33], timestep  263
2024-08-18 16:16:32.262162: Remain 348 Samples, max category conditions [33], timestep  262
2024-08-18 16:16:32.348741: Remain 348 Samples, max category conditions [33], timestep  261
2024-08-18 16:16:32.435919: Remain 348 Samples, max category conditions [33], timestep  260
2024-08-18 16:16:32.521530: Remain 348 Samples, max category conditions [33], timestep  259
2024-08-18 16:16:32.607137: Remain 348 Samples, max category conditions [33], timestep  258
2024-08-18 16:16:32.693146: Remain 348 Samples, max category conditions [33], timestep  257
2024-08-18 16:16:32.777725: Remain 348 Samples, max category conditions [33], timestep  256
2024-08-18 16:16:32.864340: Remain 348 Samples, max category conditions [33], timestep  255
2024-08-18 16:16:32.949944: Remain 348 Samples, max category conditions [33], timestep  254
2024-08-18 16:16:33.034523: Remain 348 Samples, max category conditions [33], timestep  253
2024-08-18 16:16:33.120068: Remain 348 Samples, max category conditions [33], timestep  252
2024-08-18 16:16:33.205640: Remain 348 Samples, max category conditions [33], timestep  251
2024-08-18 16:16:33.291675: Remain 348 Samples, max category conditions [33], timestep  250
2024-08-18 16:16:33.377248: Remain 348 Samples, max category conditions [33], timestep  249
2024-08-18 16:16:33.462862: Remain 348 Samples, max category conditions [33], timestep  248
2024-08-18 16:16:33.548055: Remain 348 Samples, max category conditions [33], timestep  247
2024-08-18 16:16:33.636592: Remain 348 Samples, max category conditions [33], timestep  246
2024-08-18 16:16:33.722198: Remain 348 Samples, max category conditions [33], timestep  245
2024-08-18 16:16:33.807811: Remain 348 Samples, max category conditions [33], timestep  244
2024-08-18 16:16:33.893814: Remain 348 Samples, max category conditions [33], timestep  243
2024-08-18 16:16:33.979352: Remain 348 Samples, max category conditions [33], timestep  242
2024-08-18 16:16:34.064960: Remain 348 Samples, max category conditions [33], timestep  241
2024-08-18 16:16:34.150538: Remain 348 Samples, max category conditions [33], timestep  240
2024-08-18 16:16:34.235118: Remain 348 Samples, max category conditions [33], timestep  239
2024-08-18 16:16:34.320698: Remain 348 Samples, max category conditions [33], timestep  238
2024-08-18 16:16:34.406300: Remain 348 Samples, max category conditions [33], timestep  237
2024-08-18 16:16:34.493343: Remain 348 Samples, max category conditions [33], timestep  236
2024-08-18 16:16:34.578952: Remain 348 Samples, max category conditions [33], timestep  235
2024-08-18 16:16:34.664541: Remain 348 Samples, max category conditions [33], timestep  234
2024-08-18 16:16:34.751087: Remain 348 Samples, max category conditions [33], timestep  233
2024-08-18 16:16:34.836590: Remain 348 Samples, max category conditions [33], timestep  232
2024-08-18 16:16:34.922226: Remain 348 Samples, max category conditions [33], timestep  231
2024-08-18 16:16:35.007649: Remain 348 Samples, max category conditions [33], timestep  230
2024-08-18 16:16:35.093653: Remain 348 Samples, max category conditions [33], timestep  229
2024-08-18 16:16:35.180188: Remain 348 Samples, max category conditions [33], timestep  228
2024-08-18 16:16:35.266800: Remain 348 Samples, max category conditions [33], timestep  227
2024-08-18 16:16:35.352406: Remain 348 Samples, max category conditions [33], timestep  226
2024-08-18 16:16:35.438017: Remain 348 Samples, max category conditions [33], timestep  225
2024-08-18 16:16:35.523615: Remain 348 Samples, max category conditions [33], timestep  224
2024-08-18 16:16:35.609209: Remain 348 Samples, max category conditions [33], timestep  223
2024-08-18 16:16:35.695271: Remain 348 Samples, max category conditions [33], timestep  222
2024-08-18 16:16:35.780851: Remain 348 Samples, max category conditions [33], timestep  221
2024-08-18 16:16:35.866354: Remain 348 Samples, max category conditions [33], timestep  220
2024-08-18 16:16:35.952507: Remain 348 Samples, max category conditions [33], timestep  219
2024-08-18 16:16:36.038161: Remain 348 Samples, max category conditions [33], timestep  218
2024-08-18 16:16:36.123768: Remain 348 Samples, max category conditions [33], timestep  217
2024-08-18 16:16:36.209247: Remain 348 Samples, max category conditions [33], timestep  216
2024-08-18 16:16:36.294250: Remain 348 Samples, max category conditions [33], timestep  215
2024-08-18 16:16:36.379852: Remain 348 Samples, max category conditions [33], timestep  214
2024-08-18 16:16:36.465435: Remain 348 Samples, max category conditions [33], timestep  213
2024-08-18 16:16:36.551993: Remain 348 Samples, max category conditions [33], timestep  212
2024-08-18 16:16:36.637569: Remain 348 Samples, max category conditions [33], timestep  211
2024-08-18 16:16:36.723167: Remain 348 Samples, max category conditions [33], timestep  210
2024-08-18 16:16:36.809775: Remain 348 Samples, max category conditions [33], timestep  209
2024-08-18 16:16:36.894780: Remain 348 Samples, max category conditions [33], timestep  208
2024-08-18 16:16:36.982358: Remain 348 Samples, max category conditions [33], timestep  207
2024-08-18 16:16:37.068513: Remain 348 Samples, max category conditions [33], timestep  206
2024-08-18 16:16:37.154057: Remain 348 Samples, max category conditions [33], timestep  205
2024-08-18 16:16:37.239670: Remain 348 Samples, max category conditions [33], timestep  204
2024-08-18 16:16:37.325262: Remain 348 Samples, max category conditions [33], timestep  203
2024-08-18 16:16:37.409839: Remain 348 Samples, max category conditions [33], timestep  202
2024-08-18 16:16:37.495872: Remain 348 Samples, max category conditions [33], timestep  201
2024-08-18 16:16:37.581253: Remain 348 Samples, max category conditions [33], timestep  200
2024-08-18 16:16:37.666758: Remain 348 Samples, max category conditions [33], timestep  199
2024-08-18 16:16:37.752308: Remain 348 Samples, max category conditions [33], timestep  198
2024-08-18 16:16:37.838863: Remain 348 Samples, max category conditions [33], timestep  197
2024-08-18 16:16:37.925396: Remain 348 Samples, max category conditions [33], timestep  196
2024-08-18 16:16:38.011903: Remain 348 Samples, max category conditions [33], timestep  195
2024-08-18 16:16:38.097908: Remain 348 Samples, max category conditions [33], timestep  194
2024-08-18 16:16:38.185448: Remain 348 Samples, max category conditions [33], timestep  193
2024-08-18 16:16:38.269958: Remain 348 Samples, max category conditions [33], timestep  192
2024-08-18 16:16:38.355538: Remain 348 Samples, max category conditions [33], timestep  191
2024-08-18 16:16:38.442079: Remain 348 Samples, max category conditions [33], timestep  190
2024-08-18 16:16:38.527624: Remain 348 Samples, max category conditions [33], timestep  189
2024-08-18 16:16:38.614136: Remain 348 Samples, max category conditions [33], timestep  188
2024-08-18 16:16:38.700205: Remain 348 Samples, max category conditions [33], timestep  187
2024-08-18 16:16:38.785747: Remain 348 Samples, max category conditions [33], timestep  186
2024-08-18 16:16:38.872893: Remain 348 Samples, max category conditions [33], timestep  185
2024-08-18 16:16:38.959359: Remain 348 Samples, max category conditions [33], timestep  184
2024-08-18 16:16:39.044907: Remain 348 Samples, max category conditions [33], timestep  183
2024-08-18 16:16:39.129453: Remain 348 Samples, max category conditions [33], timestep  182
2024-08-18 16:16:39.217053: Remain 348 Samples, max category conditions [33], timestep  181
2024-08-18 16:16:39.304052: Remain 348 Samples, max category conditions [33], timestep  180
2024-08-18 16:16:39.389529: Remain 348 Samples, max category conditions [33], timestep  179
2024-08-18 16:16:39.474104: Remain 348 Samples, max category conditions [33], timestep  178
2024-08-18 16:16:39.561622: Remain 348 Samples, max category conditions [33], timestep  177
2024-08-18 16:16:39.647202: Remain 348 Samples, max category conditions [33], timestep  176
2024-08-18 16:16:39.732776: Remain 348 Samples, max category conditions [33], timestep  175
2024-08-18 16:16:39.818320: Remain 348 Samples, max category conditions [33], timestep  174
2024-08-18 16:16:39.903402: Remain 348 Samples, max category conditions [33], timestep  173
2024-08-18 16:16:39.989905: Remain 348 Samples, max category conditions [33], timestep  172
2024-08-18 16:16:40.075453: Remain 348 Samples, max category conditions [33], timestep  171
2024-08-18 16:16:40.160895: Remain 348 Samples, max category conditions [33], timestep  170
2024-08-18 16:16:40.247413: Remain 348 Samples, max category conditions [33], timestep  169
2024-08-18 16:16:40.332971: Remain 348 Samples, max category conditions [33], timestep  168
2024-08-18 16:16:40.420517: Remain 348 Samples, max category conditions [33], timestep  167
2024-08-18 16:16:40.505548: Remain 348 Samples, max category conditions [33], timestep  166
2024-08-18 16:16:40.591725: Remain 348 Samples, max category conditions [33], timestep  165
2024-08-18 16:16:40.681109: Remain 348 Samples, max category conditions [33], timestep  164
2024-08-18 16:16:40.765658: Remain 348 Samples, max category conditions [33], timestep  163
2024-08-18 16:16:40.851175: Remain 348 Samples, max category conditions [33], timestep  162
2024-08-18 16:16:40.936747: Remain 348 Samples, max category conditions [33], timestep  161
2024-08-18 16:16:41.022328: Remain 348 Samples, max category conditions [33], timestep  160
2024-08-18 16:16:41.107332: Remain 348 Samples, max category conditions [33], timestep  159
2024-08-18 16:16:41.192840: Remain 348 Samples, max category conditions [33], timestep  158
2024-08-18 16:16:41.279450: Remain 348 Samples, max category conditions [33], timestep  157
2024-08-18 16:16:41.364959: Remain 348 Samples, max category conditions [33], timestep  156
2024-08-18 16:16:41.451532: Remain 348 Samples, max category conditions [33], timestep  155
2024-08-18 16:16:41.539041: Remain 348 Samples, max category conditions [33], timestep  154
2024-08-18 16:16:41.624092: Remain 348 Samples, max category conditions [33], timestep  153
2024-08-18 16:16:41.710099: Remain 348 Samples, max category conditions [33], timestep  152
2024-08-18 16:16:41.796598: Remain 348 Samples, max category conditions [33], timestep  151
2024-08-18 16:16:41.882108: Remain 348 Samples, max category conditions [33], timestep  150
2024-08-18 16:16:41.967685: Remain 348 Samples, max category conditions [33], timestep  149
2024-08-18 16:16:42.054232: Remain 348 Samples, max category conditions [33], timestep  148
2024-08-18 16:16:42.140813: Remain 348 Samples, max category conditions [33], timestep  147
2024-08-18 16:16:42.225324: Remain 348 Samples, max category conditions [33], timestep  146
2024-08-18 16:16:42.310390: Remain 348 Samples, max category conditions [33], timestep  145
2024-08-18 16:16:42.396938: Remain 348 Samples, max category conditions [33], timestep  144
2024-08-18 16:16:42.482479: Remain 348 Samples, max category conditions [33], timestep  143
2024-08-18 16:16:42.568022: Remain 348 Samples, max category conditions [33], timestep  142
2024-08-18 16:16:42.653611: Remain 348 Samples, max category conditions [33], timestep  141
2024-08-18 16:16:42.740687: Remain 348 Samples, max category conditions [33], timestep  140
2024-08-18 16:16:42.827226: Remain 348 Samples, max category conditions [33], timestep  139
2024-08-18 16:16:42.911733: Remain 348 Samples, max category conditions [33], timestep  138
2024-08-18 16:16:42.997807: Remain 348 Samples, max category conditions [33], timestep  137
2024-08-18 16:16:43.083280: Remain 348 Samples, max category conditions [33], timestep  136
2024-08-18 16:16:43.167922: Remain 348 Samples, max category conditions [33], timestep  135
2024-08-18 16:16:43.256424: Remain 348 Samples, max category conditions [33], timestep  134
2024-08-18 16:16:43.341965: Remain 348 Samples, max category conditions [33], timestep  133
2024-08-18 16:16:43.428575: Remain 348 Samples, max category conditions [33], timestep  132
2024-08-18 16:16:43.514154: Remain 348 Samples, max category conditions [33], timestep  131
2024-08-18 16:16:43.599189: Remain 348 Samples, max category conditions [33], timestep  130
2024-08-18 16:16:43.685694: Remain 348 Samples, max category conditions [33], timestep  129
2024-08-18 16:16:43.772242: Remain 348 Samples, max category conditions [33], timestep  128
2024-08-18 16:16:43.857851: Remain 348 Samples, max category conditions [33], timestep  127
2024-08-18 16:16:43.943327: Remain 348 Samples, max category conditions [33], timestep  126
2024-08-18 16:16:44.029840: Remain 348 Samples, max category conditions [33], timestep  125
2024-08-18 16:16:44.115453: Remain 348 Samples, max category conditions [33], timestep  124
2024-08-18 16:16:44.200491: Remain 348 Samples, max category conditions [33], timestep  123
2024-08-18 16:16:44.285996: Remain 348 Samples, max category conditions [33], timestep  122
2024-08-18 16:16:44.371612: Remain 348 Samples, max category conditions [33], timestep  121
2024-08-18 16:16:44.457151: Remain 348 Samples, max category conditions [33], timestep  120
2024-08-18 16:16:44.543697: Remain 348 Samples, max category conditions [33], timestep  119
2024-08-18 16:16:44.631240: Remain 348 Samples, max category conditions [33], timestep  118
2024-08-18 16:16:44.717820: Remain 348 Samples, max category conditions [33], timestep  117
2024-08-18 16:16:44.803860: Remain 348 Samples, max category conditions [33], timestep  116
2024-08-18 16:16:44.889430: Remain 348 Samples, max category conditions [33], timestep  115
2024-08-18 16:16:44.975913: Remain 348 Samples, max category conditions [33], timestep  114
2024-08-18 16:16:45.061110: Remain 348 Samples, max category conditions [33], timestep  113
2024-08-18 16:16:45.147753: Remain 348 Samples, max category conditions [33], timestep  112
2024-08-18 16:16:45.232361: Remain 348 Samples, max category conditions [33], timestep  111
2024-08-18 16:16:45.318973: Remain 348 Samples, max category conditions [33], timestep  110
2024-08-18 16:16:45.404008: Remain 348 Samples, max category conditions [33], timestep  109
2024-08-18 16:16:45.489549: Remain 348 Samples, max category conditions [33], timestep  108
2024-08-18 16:16:45.575090: Remain 348 Samples, max category conditions [33], timestep  107
2024-08-18 16:16:45.660667: Remain 348 Samples, max category conditions [33], timestep  106
2024-08-18 16:16:45.747280: Remain 348 Samples, max category conditions [33], timestep  105
2024-08-18 16:16:45.832922: Remain 348 Samples, max category conditions [33], timestep  104
2024-08-18 16:16:45.917443: Remain 348 Samples, max category conditions [33], timestep  103
2024-08-18 16:16:46.006437: Remain 348 Samples, max category conditions [33], timestep  102
2024-08-18 16:16:46.093013: Remain 348 Samples, max category conditions [33], timestep  101
2024-08-18 16:16:46.179659: Remain 348 Samples, max category conditions [33], timestep  100
2024-08-18 16:16:46.265167: Remain 348 Samples, max category conditions [33], timestep   99
2024-08-18 16:16:46.349813: Remain 348 Samples, max category conditions [33], timestep   98
2024-08-18 16:16:46.435417: Remain 348 Samples, max category conditions [33], timestep   97
2024-08-18 16:16:46.522025: Remain 348 Samples, max category conditions [33], timestep   96
2024-08-18 16:16:46.607061: Remain 348 Samples, max category conditions [33], timestep   95
2024-08-18 16:16:46.692602: Remain 348 Samples, max category conditions [33], timestep   94
2024-08-18 16:16:46.778216: Remain 348 Samples, max category conditions [33], timestep   93
2024-08-18 16:16:46.863791: Remain 348 Samples, max category conditions [33], timestep   92
2024-08-18 16:16:46.949420: Remain 348 Samples, max category conditions [33], timestep   91
2024-08-18 16:16:47.035021: Remain 348 Samples, max category conditions [33], timestep   90
2024-08-18 16:16:47.121532: Remain 348 Samples, max category conditions [33], timestep   89
2024-08-18 16:16:47.206570: Remain 348 Samples, max category conditions [33], timestep   88
2024-08-18 16:16:47.292614: Remain 348 Samples, max category conditions [33], timestep   87
2024-08-18 16:16:47.380255: Remain 348 Samples, max category conditions [33], timestep   86
2024-08-18 16:16:47.465794: Remain 348 Samples, max category conditions [33], timestep   85
2024-08-18 16:16:47.551411: Remain 348 Samples, max category conditions [33], timestep   84
2024-08-18 16:16:47.637012: Remain 348 Samples, max category conditions [33], timestep   83
2024-08-18 16:16:47.722525: Remain 348 Samples, max category conditions [33], timestep   82
2024-08-18 16:16:47.808593: Remain 348 Samples, max category conditions [33], timestep   81
2024-08-18 16:16:47.894137: Remain 348 Samples, max category conditions [33], timestep   80
2024-08-18 16:16:47.980678: Remain 348 Samples, max category conditions [33], timestep   79
2024-08-18 16:16:48.066189: Remain 348 Samples, max category conditions [33], timestep   78
2024-08-18 16:16:48.150795: Remain 348 Samples, max category conditions [33], timestep   77
2024-08-18 16:16:48.238274: Remain 348 Samples, max category conditions [33], timestep   76
2024-08-18 16:16:48.324815: Remain 348 Samples, max category conditions [33], timestep   75
2024-08-18 16:16:48.409820: Remain 348 Samples, max category conditions [33], timestep   74
2024-08-18 16:16:48.495359: Remain 348 Samples, max category conditions [33], timestep   73
2024-08-18 16:16:48.580932: Remain 348 Samples, max category conditions [33], timestep   72
2024-08-18 16:16:48.666445: Remain 348 Samples, max category conditions [33], timestep   71
2024-08-18 16:16:48.752062: Remain 348 Samples, max category conditions [33], timestep   70
2024-08-18 16:16:48.840635: Remain 348 Samples, max category conditions [33], timestep   69
2024-08-18 16:16:48.926246: Remain 348 Samples, max category conditions [33], timestep   68
2024-08-18 16:16:49.013313: Remain 348 Samples, max category conditions [33], timestep   67
2024-08-18 16:16:49.097890: Remain 348 Samples, max category conditions [33], timestep   66
2024-08-18 16:16:49.184433: Remain 348 Samples, max category conditions [33], timestep   65
2024-08-18 16:16:49.269044: Remain 348 Samples, max category conditions [33], timestep   64
2024-08-18 16:16:49.355622: Remain 348 Samples, max category conditions [33], timestep   63
2024-08-18 16:16:49.441130: Remain 348 Samples, max category conditions [33], timestep   62
2024-08-18 16:16:49.529702: Remain 348 Samples, max category conditions [33], timestep   61
2024-08-18 16:16:49.615278: Remain 348 Samples, max category conditions [33], timestep   60
2024-08-18 16:16:49.701817: Remain 348 Samples, max category conditions [33], timestep   59
2024-08-18 16:16:49.787431: Remain 348 Samples, max category conditions [33], timestep   58
2024-08-18 16:16:49.873001: Remain 348 Samples, max category conditions [33], timestep   57
2024-08-18 16:16:49.958585: Remain 348 Samples, max category conditions [33], timestep   56
2024-08-18 16:16:50.044164: Remain 348 Samples, max category conditions [33], timestep   55
2024-08-18 16:16:50.129671: Remain 348 Samples, max category conditions [33], timestep   54
2024-08-18 16:16:50.217242: Remain 348 Samples, max category conditions [33], timestep   53
2024-08-18 16:16:50.302282: Remain 348 Samples, max category conditions [33], timestep   52
2024-08-18 16:16:50.387894: Remain 348 Samples, max category conditions [33], timestep   51
2024-08-18 16:16:50.473468: Remain 348 Samples, max category conditions [33], timestep   50
2024-08-18 16:16:50.560888: Remain 348 Samples, max category conditions [33], timestep   49
2024-08-18 16:16:50.646468: Remain 348 Samples, max category conditions [33], timestep   48
2024-08-18 16:16:50.732514: Remain 348 Samples, max category conditions [33], timestep   47
2024-08-18 16:16:50.818087: Remain 348 Samples, max category conditions [33], timestep   46
2024-08-18 16:16:50.903161: Remain 348 Samples, max category conditions [33], timestep   45
2024-08-18 16:16:50.988701: Remain 348 Samples, max category conditions [33], timestep   44
2024-08-18 16:16:51.074241: Remain 348 Samples, max category conditions [33], timestep   43
2024-08-18 16:16:51.159817: Remain 348 Samples, max category conditions [33], timestep   42
2024-08-18 16:16:51.245424: Remain 348 Samples, max category conditions [33], timestep   41
2024-08-18 16:16:51.331031: Remain 348 Samples, max category conditions [33], timestep   40
2024-08-18 16:16:51.416069: Remain 348 Samples, max category conditions [33], timestep   39
2024-08-18 16:16:51.502613: Remain 348 Samples, max category conditions [33], timestep   38
2024-08-18 16:16:51.588189: Remain 348 Samples, max category conditions [33], timestep   37
2024-08-18 16:16:51.674737: Remain 348 Samples, max category conditions [33], timestep   36
2024-08-18 16:16:51.761250: Remain 348 Samples, max category conditions [33], timestep   35
2024-08-18 16:16:51.849759: Remain 348 Samples, max category conditions [33], timestep   34
2024-08-18 16:16:51.934400: Remain 348 Samples, max category conditions [33], timestep   33
2024-08-18 16:16:52.020008: Remain 348 Samples, max category conditions [33], timestep   32
2024-08-18 16:16:52.106045: Remain 348 Samples, max category conditions [33], timestep   31
2024-08-18 16:16:52.191616: Remain 348 Samples, max category conditions [33], timestep   30
2024-08-18 16:16:52.277193: Remain 348 Samples, max category conditions [33], timestep   29
2024-08-18 16:16:52.362797: Remain 348 Samples, max category conditions [33], timestep   28
2024-08-18 16:16:52.447333: Remain 348 Samples, max category conditions [33], timestep   27
2024-08-18 16:16:52.532943: Remain 348 Samples, max category conditions [33], timestep   26
2024-08-18 16:16:52.618983: Remain 348 Samples, max category conditions [33], timestep   25
2024-08-18 16:16:52.704316: Remain 348 Samples, max category conditions [33], timestep   24
2024-08-18 16:16:52.789891: Remain 348 Samples, max category conditions [33], timestep   23
2024-08-18 16:16:52.875499: Remain 348 Samples, max category conditions [33], timestep   22
2024-08-18 16:16:52.961010: Remain 348 Samples, max category conditions [33], timestep   21
2024-08-18 16:16:53.047618: Remain 348 Samples, max category conditions [33], timestep   20
2024-08-18 16:16:53.134231: Remain 348 Samples, max category conditions [33], timestep   19
2024-08-18 16:16:53.219792: Remain 348 Samples, max category conditions [33], timestep   18
2024-08-18 16:16:53.305871: Remain 348 Samples, max category conditions [33], timestep   17
2024-08-18 16:16:53.391444: Remain 348 Samples, max category conditions [33], timestep   16
2024-08-18 16:16:53.477053: Remain 348 Samples, max category conditions [33], timestep   15
2024-08-18 16:16:53.562592: Remain 348 Samples, max category conditions [33], timestep   14
2024-08-18 16:16:53.651132: Remain 348 Samples, max category conditions [33], timestep   13
2024-08-18 16:16:53.736511: Remain 348 Samples, max category conditions [33], timestep   12
2024-08-18 16:16:53.822019: Remain 348 Samples, max category conditions [33], timestep   11
2024-08-18 16:16:53.907086: Remain 348 Samples, max category conditions [33], timestep   10
2024-08-18 16:16:53.992625: Remain 348 Samples, max category conditions [33], timestep    9
2024-08-18 16:16:54.078771: Remain 348 Samples, max category conditions [33], timestep    8
2024-08-18 16:16:54.164348: Remain 348 Samples, max category conditions [33], timestep    7
2024-08-18 16:16:54.250856: Remain 348 Samples, max category conditions [33], timestep    6
2024-08-18 16:16:54.336368: Remain 348 Samples, max category conditions [33], timestep    5
2024-08-18 16:16:54.421980: Remain 348 Samples, max category conditions [33], timestep    4
2024-08-18 16:16:54.508948: Remain 348 Samples, max category conditions [33], timestep    3
2024-08-18 16:16:54.594526: Remain 348 Samples, max category conditions [33], timestep    2
2024-08-18 16:16:54.681065: Remain 348 Samples, max category conditions [33], timestep    1
2024-08-18 16:16:54.765707: Remain 348 Samples, max category conditions [33], timestep    0


2024-08-18 16:16:57.994825: Remain 12 Samples, max category conditions [33], timestep  999
2024-08-18 16:16:58.073365: Remain 12 Samples, max category conditions [33], timestep  998
2024-08-18 16:16:58.312596: Remain 12 Samples, max category conditions [33], timestep  997
2024-08-18 16:16:58.398172: Remain 12 Samples, max category conditions [33], timestep  996
2024-08-18 16:16:58.482747: Remain 12 Samples, max category conditions [33], timestep  995
2024-08-18 16:16:58.569327: Remain 12 Samples, max category conditions [33], timestep  994
2024-08-18 16:16:58.654837: Remain 12 Samples, max category conditions [33], timestep  993
2024-08-18 16:16:58.741346: Remain 12 Samples, max category conditions [33], timestep  992
2024-08-18 16:16:58.826855: Remain 12 Samples, max category conditions [33], timestep  991
2024-08-18 16:16:58.912857: Remain 12 Samples, max category conditions [33], timestep  990
2024-08-18 16:16:58.998401: Remain 12 Samples, max category conditions [33], timestep  989
2024-08-18 16:16:59.084876: Remain 12 Samples, max category conditions [33], timestep  988
2024-08-18 16:16:59.169415: Remain 12 Samples, max category conditions [33], timestep  987
2024-08-18 16:16:59.254893: Remain 12 Samples, max category conditions [33], timestep  986
2024-08-18 16:16:59.340402: Remain 12 Samples, max category conditions [33], timestep  985
2024-08-18 16:16:59.426767: Remain 12 Samples, max category conditions [33], timestep  984
2024-08-18 16:16:59.514834: Remain 12 Samples, max category conditions [33], timestep  983
2024-08-18 16:16:59.599373: Remain 12 Samples, max category conditions [33], timestep  982
2024-08-18 16:16:59.685990: Remain 12 Samples, max category conditions [33], timestep  981
2024-08-18 16:16:59.772499: Remain 12 Samples, max category conditions [33], timestep  980
2024-08-18 16:16:59.858046: Remain 12 Samples, max category conditions [33], timestep  979
2024-08-18 16:16:59.943554: Remain 12 Samples, max category conditions [33], timestep  978
2024-08-18 16:17:00.030066: Remain 12 Samples, max category conditions [33], timestep  977
2024-08-18 16:17:00.115098: Remain 12 Samples, max category conditions [33], timestep  976
2024-08-18 16:17:00.201684: Remain 12 Samples, max category conditions [33], timestep  975
2024-08-18 16:17:00.286820: Remain 12 Samples, max category conditions [33], timestep  974
2024-08-18 16:17:00.372399: Remain 12 Samples, max category conditions [33], timestep  973
2024-08-18 16:17:00.457976: Remain 12 Samples, max category conditions [33], timestep  972
2024-08-18 16:17:00.546524: Remain 12 Samples, max category conditions [33], timestep  971
2024-08-18 16:17:00.632143: Remain 12 Samples, max category conditions [33], timestep  970
2024-08-18 16:17:00.720137: Remain 12 Samples, max category conditions [33], timestep  969
2024-08-18 16:17:00.807541: Remain 12 Samples, max category conditions [33], timestep  968
2024-08-18 16:17:00.893118: Remain 12 Samples, max category conditions [33], timestep  967
