mlp
2024-08-18 15:39:36.389729: Remain 1584 Samples, max category conditions [38], timestep  999
2024-08-18 15:40:23.801238: Remain 1584 Samples, max category conditions [38], timestep  474
2024-08-18 15:40:23.889844: Remain 1584 Samples, max category conditions [38], timestep  473
2024-08-18 15:40:23.976458: Remain 1584 Samples, max category conditions [38], timestep  472
2024-08-18 15:40:24.064427: Remain 1584 Samples, max category conditions [38], timestep  471
2024-08-18 15:40:24.152030: Remain 1584 Samples, max category conditions [38], timestep  470
2024-08-18 15:40:24.240165: Remain 1584 Samples, max category conditions [38], timestep  469
2024-08-18 15:40:24.327703: Remain 1584 Samples, max category conditions [38], timestep  468
2024-08-18 15:40:24.415312: Remain 1584 Samples, max category conditions [38], timestep  467
2024-08-18 15:40:24.503919: Remain 1584 Samples, max category conditions [38], timestep  466
2024-08-18 15:40:24.591534: Remain 1584 Samples, max category conditions [38], timestep  465
2024-08-18 15:40:24.679008: Remain 1584 Samples, max category conditions [38], timestep  464
2024-08-18 15:40:24.767045: Remain 1584 Samples, max category conditions [38], timestep  463
2024-08-18 15:40:24.854647: Remain 1584 Samples, max category conditions [38], timestep  462
2024-08-18 15:40:24.941259: Remain 1584 Samples, max category conditions [38], timestep  461
2024-08-18 15:40:25.028832: Remain 1584 Samples, max category conditions [38], timestep  460
2024-08-18 15:40:25.116441: Remain 1584 Samples, max category conditions [38], timestep  459
2024-08-18 15:40:25.205054: Remain 1584 Samples, max category conditions [38], timestep  458
2024-08-18 15:40:25.292628: Remain 1584 Samples, max category conditions [38], timestep  457
2024-08-18 15:40:25.379778: Remain 1584 Samples, max category conditions [38], timestep  456
2024-08-18 15:40:25.468821: Remain 1584 Samples, max category conditions [38], timestep  455
2024-08-18 15:40:25.556391: Remain 1584 Samples, max category conditions [38], timestep  454
2024-08-18 15:40:25.643919: Remain 1584 Samples, max category conditions [38], timestep  453
2024-08-18 15:40:25.731460: Remain 1584 Samples, max category conditions [38], timestep  452
2024-08-18 15:40:25.820072: Remain 1584 Samples, max category conditions [38], timestep  451
2024-08-18 15:40:25.906673: Remain 1584 Samples, max category conditions [38], timestep  450
2024-08-18 15:40:25.994212: Remain 1584 Samples, max category conditions [38], timestep  449
2024-08-18 15:40:26.081819: Remain 1584 Samples, max category conditions [38], timestep  448
2024-08-18 15:40:26.169824: Remain 1584 Samples, max category conditions [38], timestep  447
2024-08-18 15:40:26.258394: Remain 1584 Samples, max category conditions [38], timestep  446
2024-08-18 15:40:26.345968: Remain 1584 Samples, max category conditions [38], timestep  445
2024-08-18 15:40:26.432609: Remain 1584 Samples, max category conditions [38], timestep  444
2024-08-18 15:40:26.521215: Remain 1584 Samples, max category conditions [38], timestep  443
2024-08-18 15:40:26.607795: Remain 1584 Samples, max category conditions [38], timestep  442
2024-08-18 15:40:26.696432: Remain 1584 Samples, max category conditions [38], timestep  441
2024-08-18 15:40:26.783039: Remain 1584 Samples, max category conditions [38], timestep  440
2024-08-18 15:40:26.871074: Remain 1584 Samples, max category conditions [38], timestep  439
2024-08-18 15:40:26.958613: Remain 1584 Samples, max category conditions [38], timestep  438
2024-08-18 15:40:27.048226: Remain 1584 Samples, max category conditions [38], timestep  437
2024-08-18 15:40:27.137832: Remain 1584 Samples, max category conditions [38], timestep  436
2024-08-18 15:40:27.224439: Remain 1584 Samples, max category conditions [38], timestep  435
2024-08-18 15:40:27.312054: Remain 1584 Samples, max category conditions [38], timestep  434
2024-08-18 15:40:27.399660: Remain 1584 Samples, max category conditions [38], timestep  433
2024-08-18 15:40:27.488172: Remain 1584 Samples, max category conditions [38], timestep  432
2024-08-18 15:40:27.575242: Remain 1584 Samples, max category conditions [38], timestep  431
2024-08-18 15:40:27.662785: Remain 1584 Samples, max category conditions [38], timestep  430
2024-08-18 15:40:27.750365: Remain 1584 Samples, max category conditions [38], timestep  429
2024-08-18 15:40:27.837973: Remain 1584 Samples, max category conditions [38], timestep  428
2024-08-18 15:40:27.925580: Remain 1584 Samples, max category conditions [38], timestep  427
2024-08-18 15:40:28.013197: Remain 1584 Samples, max category conditions [38], timestep  426
2024-08-18 15:40:28.100800: Remain 1584 Samples, max category conditions [38], timestep  425
2024-08-18 15:40:28.188405: Remain 1584 Samples, max category conditions [38], timestep  424
2024-08-18 15:40:28.276441: Remain 1584 Samples, max category conditions [38], timestep  423
2024-08-18 15:40:28.365051: Remain 1584 Samples, max category conditions [38], timestep  422
2024-08-18 15:40:28.452600: Remain 1584 Samples, max category conditions [38], timestep  421
2024-08-18 15:40:28.540238: Remain 1584 Samples, max category conditions [38], timestep  420
2024-08-18 15:40:28.628790: Remain 1584 Samples, max category conditions [38], timestep  419
2024-08-18 15:40:28.716360: Remain 1584 Samples, max category conditions [38], timestep  418
2024-08-18 15:40:28.804001: Remain 1584 Samples, max category conditions [38], timestep  417
2024-08-18 15:40:28.891575: Remain 1584 Samples, max category conditions [38], timestep  416
2024-08-18 15:40:28.978645: Remain 1584 Samples, max category conditions [38], timestep  415
2024-08-18 15:40:29.066262: Remain 1584 Samples, max category conditions [38], timestep  414
2024-08-18 15:40:29.153765: Remain 1584 Samples, max category conditions [38], timestep  413
2024-08-18 15:40:29.241361: Remain 1584 Samples, max category conditions [38], timestep  412
2024-08-18 15:40:29.329972: Remain 1584 Samples, max category conditions [38], timestep  411
2024-08-18 15:40:29.417584: Remain 1584 Samples, max category conditions [38], timestep  410
2024-08-18 15:40:29.505127: Remain 1584 Samples, max category conditions [38], timestep  409
2024-08-18 15:40:29.592745: Remain 1584 Samples, max category conditions [38], timestep  408
2024-08-18 15:40:29.680288: Remain 1584 Samples, max category conditions [38], timestep  407
2024-08-18 15:40:29.768364: Remain 1584 Samples, max category conditions [38], timestep  406
2024-08-18 15:40:29.855937: Remain 1584 Samples, max category conditions [38], timestep  405
2024-08-18 15:40:29.943084: Remain 1584 Samples, max category conditions [38], timestep  404
2024-08-18 15:40:30.031691: Remain 1584 Samples, max category conditions [38], timestep  403
2024-08-18 15:40:30.119258: Remain 1584 Samples, max category conditions [38], timestep  402
2024-08-18 15:40:30.207869: Remain 1584 Samples, max category conditions [38], timestep  401
2024-08-18 15:40:30.295480: Remain 1584 Samples, max category conditions [38], timestep  400
2024-08-18 15:40:30.384061: Remain 1584 Samples, max category conditions [38], timestep  399
2024-08-18 15:40:30.472088: Remain 1584 Samples, max category conditions [38], timestep  398
2024-08-18 15:40:30.559661: Remain 1584 Samples, max category conditions [38], timestep  397
2024-08-18 15:40:30.647269: Remain 1584 Samples, max category conditions [38], timestep  396
2024-08-18 15:40:30.733874: Remain 1584 Samples, max category conditions [38], timestep  395
2024-08-18 15:40:30.822491: Remain 1584 Samples, max category conditions [38], timestep  394
2024-08-18 15:40:30.910098: Remain 1584 Samples, max category conditions [38], timestep  393
2024-08-18 15:40:30.996639: Remain 1584 Samples, max category conditions [38], timestep  392
2024-08-18 15:40:31.084791: Remain 1584 Samples, max category conditions [38], timestep  391
2024-08-18 15:40:31.173812: Remain 1584 Samples, max category conditions [38], timestep  390
2024-08-18 15:40:31.261347: Remain 1584 Samples, max category conditions [38], timestep  389
2024-08-18 15:40:31.348952: Remain 1584 Samples, max category conditions [38], timestep  388
2024-08-18 15:40:31.438534: Remain 1584 Samples, max category conditions [38], timestep  387
2024-08-18 15:40:31.527108: Remain 1584 Samples, max category conditions [38], timestep  386
2024-08-18 15:40:31.614749: Remain 1584 Samples, max category conditions [38], timestep  385
2024-08-18 15:40:31.703350: Remain 1584 Samples, max category conditions [38], timestep  384
2024-08-18 15:40:31.789973: Remain 1584 Samples, max category conditions [38], timestep  383
2024-08-18 15:40:31.877935: Remain 1584 Samples, max category conditions [38], timestep  382
2024-08-18 15:40:31.965540: Remain 1584 Samples, max category conditions [38], timestep  381
2024-08-18 15:40:32.053145: Remain 1584 Samples, max category conditions [38], timestep  380
2024-08-18 15:40:32.140720: Remain 1584 Samples, max category conditions [38], timestep  379
2024-08-18 15:40:32.228365: Remain 1584 Samples, max category conditions [38], timestep  378
2024-08-18 15:40:32.314973: Remain 1584 Samples, max category conditions [38], timestep  377
2024-08-18 15:40:32.403499: Remain 1584 Samples, max category conditions [38], timestep  376
2024-08-18 15:40:32.491042: Remain 1584 Samples, max category conditions [38], timestep  375
2024-08-18 15:40:32.578109: Remain 1584 Samples, max category conditions [38], timestep  374
2024-08-18 15:40:32.666472: Remain 1584 Samples, max category conditions [38], timestep  373
2024-08-18 15:40:32.754076: Remain 1584 Samples, max category conditions [38], timestep  372
2024-08-18 15:40:32.843473: Remain 1584 Samples, max category conditions [38], timestep  371
2024-08-18 15:40:32.931061: Remain 1584 Samples, max category conditions [38], timestep  370
2024-08-18 15:40:33.020483: Remain 1584 Samples, max category conditions [38], timestep  369
2024-08-18 15:40:33.108090: Remain 1584 Samples, max category conditions [38], timestep  368
2024-08-18 15:40:33.195474: Remain 1584 Samples, max category conditions [38], timestep  367
2024-08-18 15:40:33.281447: Remain 1584 Samples, max category conditions [38], timestep  366
2024-08-18 15:40:33.371057: Remain 1584 Samples, max category conditions [38], timestep  365
2024-08-18 15:40:33.458488: Remain 1584 Samples, max category conditions [38], timestep  364
2024-08-18 15:40:33.545092: Remain 1584 Samples, max category conditions [38], timestep  363
2024-08-18 15:40:33.632477: Remain 1584 Samples, max category conditions [38], timestep  362
2024-08-18 15:40:33.721083: Remain 1584 Samples, max category conditions [38], timestep  361
2024-08-18 15:40:33.809473: Remain 1584 Samples, max category conditions [38], timestep  360
2024-08-18 15:40:33.896084: Remain 1584 Samples, max category conditions [38], timestep  359
2024-08-18 15:40:33.984179: Remain 1584 Samples, max category conditions [38], timestep  358
2024-08-18 15:40:34.072248: Remain 1584 Samples, max category conditions [38], timestep  357
2024-08-18 15:40:34.159405: Remain 1584 Samples, max category conditions [38], timestep  356
2024-08-18 15:40:34.246983: Remain 1584 Samples, max category conditions [38], timestep  355
2024-08-18 15:40:34.338532: Remain 1584 Samples, max category conditions [38], timestep  354
2024-08-18 15:40:34.426085: Remain 1584 Samples, max category conditions [38], timestep  353
2024-08-18 15:40:34.514593: Remain 1584 Samples, max category conditions [38], timestep  352
2024-08-18 15:40:34.602174: Remain 1584 Samples, max category conditions [38], timestep  351
2024-08-18 15:40:34.689753: Remain 1584 Samples, max category conditions [38], timestep  350
2024-08-18 15:40:34.777758: Remain 1584 Samples, max category conditions [38], timestep  349
2024-08-18 15:40:34.865336: Remain 1584 Samples, max category conditions [38], timestep  348
2024-08-18 15:40:34.951914: Remain 1584 Samples, max category conditions [38], timestep  347
2024-08-18 15:40:35.040367: Remain 1584 Samples, max category conditions [38], timestep  346
2024-08-18 15:40:35.127975: Remain 1584 Samples, max category conditions [38], timestep  345
2024-08-18 15:40:35.214556: Remain 1584 Samples, max category conditions [38], timestep  344
2024-08-18 15:40:35.303176: Remain 1584 Samples, max category conditions [38], timestep  343
2024-08-18 15:40:35.390753: Remain 1584 Samples, max category conditions [38], timestep  342
2024-08-18 15:40:35.478758: Remain 1584 Samples, max category conditions [38], timestep  341
2024-08-18 15:40:35.568387: Remain 1584 Samples, max category conditions [38], timestep  340
2024-08-18 15:40:35.655470: Remain 1584 Samples, max category conditions [38], timestep  339
2024-08-18 15:40:35.744079: Remain 1584 Samples, max category conditions [38], timestep  338
2024-08-18 15:40:35.831585: Remain 1584 Samples, max category conditions [38], timestep  337
2024-08-18 15:40:35.919193: Remain 1584 Samples, max category conditions [38], timestep  336
2024-08-18 15:40:36.006764: Remain 1584 Samples, max category conditions [38], timestep  335
2024-08-18 15:40:36.094140: Remain 1584 Samples, max category conditions [38], timestep  334
2024-08-18 15:40:36.183159: Remain 1584 Samples, max category conditions [38], timestep  333
2024-08-18 15:40:36.270767: Remain 1584 Samples, max category conditions [38], timestep  332
2024-08-18 15:40:36.358257: Remain 1584 Samples, max category conditions [38], timestep  331
2024-08-18 15:40:36.444837: Remain 1584 Samples, max category conditions [38], timestep  330
2024-08-18 15:40:36.533415: Remain 1584 Samples, max category conditions [38], timestep  329
2024-08-18 15:40:36.621961: Remain 1584 Samples, max category conditions [38], timestep  328
2024-08-18 15:40:36.712000: Remain 1584 Samples, max category conditions [38], timestep  327
2024-08-18 15:40:36.799485: Remain 1584 Samples, max category conditions [38], timestep  326
2024-08-18 15:40:36.887032: Remain 1584 Samples, max category conditions [38], timestep  325
2024-08-18 15:40:36.974101: Remain 1584 Samples, max category conditions [38], timestep  324
2024-08-18 15:40:37.061667: Remain 1584 Samples, max category conditions [38], timestep  323
2024-08-18 15:40:37.149215: Remain 1584 Samples, max category conditions [38], timestep  322
2024-08-18 15:40:37.237455: Remain 1584 Samples, max category conditions [38], timestep  321
2024-08-18 15:40:37.325033: Remain 1584 Samples, max category conditions [38], timestep  320
2024-08-18 15:40:37.412642: Remain 1584 Samples, max category conditions [38], timestep  319
2024-08-18 15:40:37.500155: Remain 1584 Samples, max category conditions [38], timestep  318
2024-08-18 15:40:37.587762: Remain 1584 Samples, max category conditions [38], timestep  317
2024-08-18 15:40:37.677799: Remain 1584 Samples, max category conditions [38], timestep  316
2024-08-18 15:40:37.764373: Remain 1584 Samples, max category conditions [38], timestep  315
2024-08-18 15:40:37.852941: Remain 1584 Samples, max category conditions [38], timestep  314
2024-08-18 15:40:37.940511: Remain 1584 Samples, max category conditions [38], timestep  313
2024-08-18 15:40:38.028995: Remain 1584 Samples, max category conditions [38], timestep  312
2024-08-18 15:40:38.116536: Remain 1584 Samples, max category conditions [38], timestep  311
2024-08-18 15:40:38.205112: Remain 1584 Samples, max category conditions [38], timestep  310
2024-08-18 15:40:38.291720: Remain 1584 Samples, max category conditions [38], timestep  309
2024-08-18 15:40:38.379753: Remain 1584 Samples, max category conditions [38], timestep  308
2024-08-18 15:40:38.467295: Remain 1584 Samples, max category conditions [38], timestep  307
2024-08-18 15:40:38.555936: Remain 1584 Samples, max category conditions [38], timestep  306
2024-08-18 15:40:38.643482: Remain 1584 Samples, max category conditions [38], timestep  305
2024-08-18 15:40:38.731912: Remain 1584 Samples, max category conditions [38], timestep  304
2024-08-18 15:40:38.819458: Remain 1584 Samples, max category conditions [38], timestep  303
2024-08-18 15:40:38.907001: Remain 1584 Samples, max category conditions [38], timestep  302
2024-08-18 15:40:38.993612: Remain 1584 Samples, max category conditions [38], timestep  301
2024-08-18 15:40:39.081585: Remain 1584 Samples, max category conditions [38], timestep  300
2024-08-18 15:40:39.169127: Remain 1584 Samples, max category conditions [38], timestep  299
2024-08-18 15:40:39.256701: Remain 1584 Samples, max category conditions [38], timestep  298
2024-08-18 15:40:39.343987: Remain 1584 Samples, max category conditions [38], timestep  297
2024-08-18 15:40:39.434595: Remain 1584 Samples, max category conditions [38], timestep  296
2024-08-18 15:40:39.522212: Remain 1584 Samples, max category conditions [38], timestep  295
2024-08-18 15:40:39.609751: Remain 1584 Samples, max category conditions [38], timestep  294
2024-08-18 15:40:39.698361: Remain 1584 Samples, max category conditions [38], timestep  293
2024-08-18 15:40:39.786401: Remain 1584 Samples, max category conditions [38], timestep  292
2024-08-18 15:40:39.874022: Remain 1584 Samples, max category conditions [38], timestep  291
2024-08-18 15:40:39.961595: Remain 1584 Samples, max category conditions [38], timestep  290
2024-08-18 15:40:40.049204: Remain 1584 Samples, max category conditions [38], timestep  289
2024-08-18 15:40:40.137577: Remain 1584 Samples, max category conditions [38], timestep  288
2024-08-18 15:40:40.225179: Remain 1584 Samples, max category conditions [38], timestep  287
2024-08-18 15:40:40.312792: Remain 1584 Samples, max category conditions [38], timestep  286
2024-08-18 15:40:40.399405: Remain 1584 Samples, max category conditions [38], timestep  285
2024-08-18 15:40:40.487443: Remain 1584 Samples, max category conditions [38], timestep  284
2024-08-18 15:40:40.574989: Remain 1584 Samples, max category conditions [38], timestep  283
2024-08-18 15:40:40.666528: Remain 1584 Samples, max category conditions [38], timestep  282
2024-08-18 15:40:40.753139: Remain 1584 Samples, max category conditions [38], timestep  281
2024-08-18 15:40:40.840746: Remain 1584 Samples, max category conditions [38], timestep  280
2024-08-18 15:40:40.929257: Remain 1584 Samples, max category conditions [38], timestep  279
2024-08-18 15:40:41.015831: Remain 1584 Samples, max category conditions [38], timestep  278
2024-08-18 15:40:41.106340: Remain 1584 Samples, max category conditions [38], timestep  277
2024-08-18 15:40:41.194950: Remain 1584 Samples, max category conditions [38], timestep  276
2024-08-18 15:40:41.281563: Remain 1584 Samples, max category conditions [38], timestep  275
2024-08-18 15:40:41.371098: Remain 1584 Samples, max category conditions [38], timestep  274
2024-08-18 15:40:41.458673: Remain 1584 Samples, max category conditions [38], timestep  273
2024-08-18 15:40:41.545309: Remain 1584 Samples, max category conditions [38], timestep  272
2024-08-18 15:40:41.632886: Remain 1584 Samples, max category conditions [38], timestep  271
2024-08-18 15:40:41.720494: Remain 1584 Samples, max category conditions [38], timestep  270
2024-08-18 15:40:41.810105: Remain 1584 Samples, max category conditions [38], timestep  269
2024-08-18 15:40:41.897678: Remain 1584 Samples, max category conditions [38], timestep  268
2024-08-18 15:40:41.985714: Remain 1584 Samples, max category conditions [38], timestep  267
2024-08-18 15:40:42.073258: Remain 1584 Samples, max category conditions [38], timestep  266
2024-08-18 15:40:42.160873: Remain 1584 Samples, max category conditions [38], timestep  265
2024-08-18 15:40:42.248450: Remain 1584 Samples, max category conditions [38], timestep  264
2024-08-18 15:40:42.336087: Remain 1584 Samples, max category conditions [38], timestep  263
2024-08-18 15:40:42.423693: Remain 1584 Samples, max category conditions [38], timestep  262
2024-08-18 15:40:42.511276: Remain 1584 Samples, max category conditions [38], timestep  261
2024-08-18 15:40:42.598880: Remain 1584 Samples, max category conditions [38], timestep  260
2024-08-18 15:40:42.687917: Remain 1584 Samples, max category conditions [38], timestep  259
2024-08-18 15:40:42.775488: Remain 1584 Samples, max category conditions [38], timestep  258
2024-08-18 15:40:42.863098: Remain 1584 Samples, max category conditions [38], timestep  257
2024-08-18 15:40:42.950680: Remain 1584 Samples, max category conditions [38], timestep  256
2024-08-18 15:40:43.040256: Remain 1584 Samples, max category conditions [38], timestep  255
2024-08-18 15:40:43.128870: Remain 1584 Samples, max category conditions [38], timestep  254
2024-08-18 15:40:43.216487: Remain 1584 Samples, max category conditions [38], timestep  253
2024-08-18 15:40:43.306016: Remain 1584 Samples, max category conditions [38], timestep  252
2024-08-18 15:40:43.393589: Remain 1584 Samples, max category conditions [38], timestep  251
2024-08-18 15:40:43.480625: Remain 1584 Samples, max category conditions [38], timestep  250
2024-08-18 15:40:43.569201: Remain 1584 Samples, max category conditions [38], timestep  249
2024-08-18 15:40:43.655777: Remain 1584 Samples, max category conditions [38], timestep  248
2024-08-18 15:40:43.744417: Remain 1584 Samples, max category conditions [38], timestep  247
2024-08-18 15:40:43.831036: Remain 1584 Samples, max category conditions [38], timestep  246
2024-08-18 15:40:43.918612: Remain 1584 Samples, max category conditions [38], timestep  245
2024-08-18 15:40:44.007220: Remain 1584 Samples, max category conditions [38], timestep  244
2024-08-18 15:40:44.093834: Remain 1584 Samples, max category conditions [38], timestep  243
2024-08-18 15:40:44.181869: Remain 1584 Samples, max category conditions [38], timestep  242
2024-08-18 15:40:44.269442: Remain 1584 Samples, max category conditions [38], timestep  241
2024-08-18 15:40:44.357986: Remain 1584 Samples, max category conditions [38], timestep  240
2024-08-18 15:40:44.446587: Remain 1584 Samples, max category conditions [38], timestep  239
2024-08-18 15:40:44.535164: Remain 1584 Samples, max category conditions [38], timestep  238
2024-08-18 15:40:44.622801: Remain 1584 Samples, max category conditions [38], timestep  237
2024-08-18 15:40:44.709980: Remain 1584 Samples, max category conditions [38], timestep  236
2024-08-18 15:40:44.797495: Remain 1584 Samples, max category conditions [38], timestep  235
2024-08-18 15:40:44.886499: Remain 1584 Samples, max category conditions [38], timestep  234
2024-08-18 15:40:44.973102: Remain 1584 Samples, max category conditions [38], timestep  233
2024-08-18 15:40:45.060709: Remain 1584 Samples, max category conditions [38], timestep  232
2024-08-18 15:40:45.148250: Remain 1584 Samples, max category conditions [38], timestep  231
2024-08-18 15:40:45.235856: Remain 1584 Samples, max category conditions [38], timestep  230
2024-08-18 15:40:45.324468: Remain 1584 Samples, max category conditions [38], timestep  229
2024-08-18 15:40:45.412074: Remain 1584 Samples, max category conditions [38], timestep  228
2024-08-18 15:40:45.500191: Remain 1584 Samples, max category conditions [38], timestep  227
2024-08-18 15:40:45.588227: Remain 1584 Samples, max category conditions [38], timestep  226
2024-08-18 15:40:45.676808: Remain 1584 Samples, max category conditions [38], timestep  225
2024-08-18 15:40:45.764417: Remain 1584 Samples, max category conditions [38], timestep  224
2024-08-18 15:40:45.852526: Remain 1584 Samples, max category conditions [38], timestep  223
2024-08-18 15:40:45.940096: Remain 1584 Samples, max category conditions [38], timestep  222
2024-08-18 15:40:46.027710: Remain 1584 Samples, max category conditions [38], timestep  221
2024-08-18 15:40:46.115251: Remain 1584 Samples, max category conditions [38], timestep  220
2024-08-18 15:40:46.204901: Remain 1584 Samples, max category conditions [38], timestep  219
2024-08-18 15:40:46.292940: Remain 1584 Samples, max category conditions [38], timestep  218
2024-08-18 15:40:46.380548: Remain 1584 Samples, max category conditions [38], timestep  217
2024-08-18 15:40:46.468020: Remain 1584 Samples, max category conditions [38], timestep  216
2024-08-18 15:40:46.555531: Remain 1584 Samples, max category conditions [38], timestep  215
2024-08-18 15:40:46.644132: Remain 1584 Samples, max category conditions [38], timestep  214
2024-08-18 15:40:46.730770: Remain 1584 Samples, max category conditions [38], timestep  213
2024-08-18 15:40:46.819376: Remain 1584 Samples, max category conditions [38], timestep  212
2024-08-18 15:40:46.906984: Remain 1584 Samples, max category conditions [38], timestep  211
2024-08-18 15:40:46.995493: Remain 1584 Samples, max category conditions [38], timestep  210
2024-08-18 15:40:47.083563: Remain 1584 Samples, max category conditions [38], timestep  209
2024-08-18 15:40:47.172105: Remain 1584 Samples, max category conditions [38], timestep  208
2024-08-18 15:40:47.258715: Remain 1584 Samples, max category conditions [38], timestep  207
2024-08-18 15:40:47.347289: Remain 1584 Samples, max category conditions [38], timestep  206
2024-08-18 15:40:47.434798: Remain 1584 Samples, max category conditions [38], timestep  205
2024-08-18 15:40:47.522407: Remain 1584 Samples, max category conditions [38], timestep  204
2024-08-18 15:40:47.611981: Remain 1584 Samples, max category conditions [38], timestep  203
2024-08-18 15:40:47.699560: Remain 1584 Samples, max category conditions [38], timestep  202
2024-08-18 15:40:47.787596: Remain 1584 Samples, max category conditions [38], timestep  201
2024-08-18 15:40:47.875166: Remain 1584 Samples, max category conditions [38], timestep  200
2024-08-18 15:40:47.961707: Remain 1584 Samples, max category conditions [38], timestep  199
2024-08-18 15:40:48.049315: Remain 1584 Samples, max category conditions [38], timestep  198
2024-08-18 15:40:48.136924: Remain 1584 Samples, max category conditions [38], timestep  197
2024-08-18 15:40:48.224525: Remain 1584 Samples, max category conditions [38], timestep  196
2024-08-18 15:40:48.312134: Remain 1584 Samples, max category conditions [38], timestep  195
2024-08-18 15:40:48.398737: Remain 1584 Samples, max category conditions [38], timestep  194
2024-08-18 15:40:48.488774: Remain 1584 Samples, max category conditions [38], timestep  193
2024-08-18 15:40:48.576347: Remain 1584 Samples, max category conditions [38], timestep  192
2024-08-18 15:40:48.663958: Remain 1584 Samples, max category conditions [38], timestep  191
2024-08-18 15:40:48.752467: Remain 1584 Samples, max category conditions [38], timestep  190
2024-08-18 15:40:48.839042: Remain 1584 Samples, max category conditions [38], timestep  189
2024-08-18 15:40:48.928647: Remain 1584 Samples, max category conditions [38], timestep  188
2024-08-18 15:40:49.016221: Remain 1584 Samples, max category conditions [38], timestep  187
2024-08-18 15:40:49.103829: Remain 1584 Samples, max category conditions [38], timestep  186
2024-08-18 15:40:49.190866: Remain 1584 Samples, max category conditions [38], timestep  185
2024-08-18 15:40:49.279441: Remain 1584 Samples, max category conditions [38], timestep  184
2024-08-18 15:40:49.366486: Remain 1584 Samples, max category conditions [38], timestep  183
2024-08-18 15:40:49.454129: Remain 1584 Samples, max category conditions [38], timestep  182
2024-08-18 15:40:49.541702: Remain 1584 Samples, max category conditions [38], timestep  181
2024-08-18 15:40:49.629343: Remain 1584 Samples, max category conditions [38], timestep  180
2024-08-18 15:40:49.716951: Remain 1584 Samples, max category conditions [38], timestep  179
2024-08-18 15:40:49.805527: Remain 1584 Samples, max category conditions [38], timestep  178
2024-08-18 15:40:49.893593: Remain 1584 Samples, max category conditions [38], timestep  177
2024-08-18 15:40:49.981168: Remain 1584 Samples, max category conditions [38], timestep  176
2024-08-18 15:40:50.069784: Remain 1584 Samples, max category conditions [38], timestep  175
2024-08-18 15:40:50.159400: Remain 1584 Samples, max category conditions [38], timestep  174
2024-08-18 15:40:50.246970: Remain 1584 Samples, max category conditions [38], timestep  173
2024-08-18 15:40:50.335058: Remain 1584 Samples, max category conditions [38], timestep  172
2024-08-18 15:40:50.422627: Remain 1584 Samples, max category conditions [38], timestep  171
2024-08-18 15:40:50.509233: Remain 1584 Samples, max category conditions [38], timestep  170
2024-08-18 15:40:50.596272: Remain 1584 Samples, max category conditions [38], timestep  169
2024-08-18 15:40:50.684883: Remain 1584 Samples, max category conditions [38], timestep  168
2024-08-18 15:40:50.773461: Remain 1584 Samples, max category conditions [38], timestep  167
2024-08-18 15:40:50.861037: Remain 1584 Samples, max category conditions [38], timestep  166
2024-08-18 15:40:50.948609: Remain 1584 Samples, max category conditions [38], timestep  165
2024-08-18 15:40:51.037217: Remain 1584 Samples, max category conditions [38], timestep  164
2024-08-18 15:40:51.125826: Remain 1584 Samples, max category conditions [38], timestep  163
2024-08-18 15:40:51.214368: Remain 1584 Samples, max category conditions [38], timestep  162
2024-08-18 15:40:51.301923: Remain 1584 Samples, max category conditions [38], timestep  161
2024-08-18 15:40:51.390987: Remain 1584 Samples, max category conditions [38], timestep  160
2024-08-18 15:40:51.478561: Remain 1584 Samples, max category conditions [38], timestep  159
2024-08-18 15:40:51.566158: Remain 1584 Samples, max category conditions [38], timestep  158
2024-08-18 15:40:51.653670: Remain 1584 Samples, max category conditions [38], timestep  157
2024-08-18 15:40:51.742215: Remain 1584 Samples, max category conditions [38], timestep  156
2024-08-18 15:40:51.829828: Remain 1584 Samples, max category conditions [38], timestep  155
2024-08-18 15:40:51.917432: Remain 1584 Samples, max category conditions [38], timestep  154
2024-08-18 15:40:52.005040: Remain 1584 Samples, max category conditions [38], timestep  153
2024-08-18 15:40:52.093050: Remain 1584 Samples, max category conditions [38], timestep  152
2024-08-18 15:40:52.181622: Remain 1584 Samples, max category conditions [38], timestep  151
2024-08-18 15:40:52.270237: Remain 1584 Samples, max category conditions [38], timestep  150
2024-08-18 15:40:52.356847: Remain 1584 Samples, max category conditions [38], timestep  149
2024-08-18 15:40:52.444464: Remain 1584 Samples, max category conditions [38], timestep  148
2024-08-18 15:40:52.531967: Remain 1584 Samples, max category conditions [38], timestep  147
2024-08-18 15:40:52.620579: Remain 1584 Samples, max category conditions [38], timestep  146
2024-08-18 15:40:52.708806: Remain 1584 Samples, max category conditions [38], timestep  145
2024-08-18 15:40:52.796875: Remain 1584 Samples, max category conditions [38], timestep  144
2024-08-18 15:40:52.884057: Remain 1584 Samples, max category conditions [38], timestep  143
2024-08-18 15:40:52.972642: Remain 1584 Samples, max category conditions [38], timestep  142
2024-08-18 15:40:53.059250: Remain 1584 Samples, max category conditions [38], timestep  141
2024-08-18 15:40:53.146799: Remain 1584 Samples, max category conditions [38], timestep  140
2024-08-18 15:40:53.235341: Remain 1584 Samples, max category conditions [38], timestep  139
2024-08-18 15:40:53.323821: Remain 1584 Samples, max category conditions [38], timestep  138
2024-08-18 15:40:53.411432: Remain 1584 Samples, max category conditions [38], timestep  137
2024-08-18 15:40:53.499405: Remain 1584 Samples, max category conditions [38], timestep  136
2024-08-18 15:40:53.587044: Remain 1584 Samples, max category conditions [38], timestep  135
