mlp
2024-08-18 16:30:31.965618: Remain 1850 Samples, max category conditions [35], timestep  999
2024-08-18 16:32:17.292788: Remain 147 Samples, max category conditions [35], timestep  870
2024-08-18 16:32:17.393367: Remain 147 Samples, max category conditions [35], timestep  869
2024-08-18 16:32:17.495006: Remain 147 Samples, max category conditions [35], timestep  868
2024-08-18 16:32:17.591609: Remain 147 Samples, max category conditions [35], timestep  867
2024-08-18 16:32:17.729125: Remain 147 Samples, max category conditions [35], timestep  866
2024-08-18 16:32:17.828722: Remain 147 Samples, max category conditions [35], timestep  865
2024-08-18 16:32:17.925868: Remain 147 Samples, max category conditions [35], timestep  864
2024-08-18 16:32:18.046522: Remain 147 Samples, max category conditions [35], timestep  863
2024-08-18 16:32:18.142054: Remain 147 Samples, max category conditions [35], timestep  862
2024-08-18 16:32:18.259627: Remain 147 Samples, max category conditions [35], timestep  861
2024-08-18 16:32:18.362267: Remain 147 Samples, max category conditions [35], timestep  860
2024-08-18 16:32:18.457850: Remain 147 Samples, max category conditions [35], timestep  859
2024-08-18 16:32:18.563484: Remain 147 Samples, max category conditions [35], timestep  858
2024-08-18 16:32:18.659028: Remain 147 Samples, max category conditions [35], timestep  857
2024-08-18 16:32:18.764668: Remain 147 Samples, max category conditions [35], timestep  856
2024-08-18 16:32:18.859247: Remain 147 Samples, max category conditions [35], timestep  855
2024-08-18 16:32:18.958865: Remain 147 Samples, max category conditions [35], timestep  854
2024-08-18 16:32:19.064426: Remain 147 Samples, max category conditions [35], timestep  853
2024-08-18 16:32:19.172013: Remain 147 Samples, max category conditions [35], timestep  852
2024-08-18 16:32:19.266534: Remain 147 Samples, max category conditions [35], timestep  851
2024-08-18 16:32:19.373170: Remain 147 Samples, max category conditions [35], timestep  850
2024-08-18 16:32:19.477254: Remain 147 Samples, max category conditions [35], timestep  849
2024-08-18 16:32:19.576225: Remain 147 Samples, max category conditions [35], timestep  848
2024-08-18 16:32:19.731272: Remain 147 Samples, max category conditions [35], timestep  847
2024-08-18 16:32:19.829856: Remain 147 Samples, max category conditions [35], timestep  846
2024-08-18 16:32:19.928393: Remain 147 Samples, max category conditions [35], timestep  845
2024-08-18 16:32:20.024971: Remain 147 Samples, max category conditions [35], timestep  844
2024-08-18 16:32:20.144577: Remain 147 Samples, max category conditions [35], timestep  843
2024-08-18 16:32:20.241155: Remain 147 Samples, max category conditions [35], timestep  842
2024-08-18 16:32:20.340791: Remain 147 Samples, max category conditions [35], timestep  841
2024-08-18 16:32:20.441420: Remain 147 Samples, max category conditions [35], timestep  840
2024-08-18 16:32:20.545028: Remain 147 Samples, max category conditions [35], timestep  839
2024-08-18 16:32:20.642510: Remain 147 Samples, max category conditions [35], timestep  838
2024-08-18 16:32:20.747052: Remain 147 Samples, max category conditions [35], timestep  837
2024-08-18 16:32:20.846624: Remain 147 Samples, max category conditions [35], timestep  836
2024-08-18 16:32:20.968243: Remain 147 Samples, max category conditions [35], timestep  835
2024-08-18 16:32:21.060822: Remain 147 Samples, max category conditions [35], timestep  834
2024-08-18 16:32:21.164402: Remain 147 Samples, max category conditions [35], timestep  833
2024-08-18 16:32:21.271017: Remain 147 Samples, max category conditions [35], timestep  832
2024-08-18 16:32:21.375624: Remain 147 Samples, max category conditions [35], timestep  831
2024-08-18 16:32:21.476241: Remain 147 Samples, max category conditions [35], timestep  830
2024-08-18 16:32:21.575846: Remain 147 Samples, max category conditions [35], timestep  829
2024-08-18 16:32:21.734938: Remain 147 Samples, max category conditions [35], timestep  828
2024-08-18 16:32:21.831534: Remain 147 Samples, max category conditions [35], timestep  827
2024-08-18 16:32:21.933105: Remain 147 Samples, max category conditions [35], timestep  826
2024-08-18 16:32:22.034714: Remain 147 Samples, max category conditions [35], timestep  825
2024-08-18 16:32:22.132291: Remain 147 Samples, max category conditions [35], timestep  824
2024-08-18 16:32:22.243833: Remain 147 Samples, max category conditions [35], timestep  823
2024-08-18 16:32:22.361373: Remain 147 Samples, max category conditions [35], timestep  822
2024-08-18 16:32:22.462984: Remain 147 Samples, max category conditions [35], timestep  821
2024-08-18 16:32:22.558161: Remain 147 Samples, max category conditions [35], timestep  820
2024-08-18 16:32:22.725303: Remain 147 Samples, max category conditions [35], timestep  819
2024-08-18 16:32:22.823912: Remain 147 Samples, max category conditions [35], timestep  818
2024-08-18 16:32:22.928522: Remain 147 Samples, max category conditions [35], timestep  817
2024-08-18 16:32:23.026096: Remain 147 Samples, max category conditions [35], timestep  816
2024-08-18 16:32:23.129656: Remain 147 Samples, max category conditions [35], timestep  815
2024-08-18 16:32:23.225237: Remain 147 Samples, max category conditions [35], timestep  814
2024-08-18 16:32:23.324804: Remain 147 Samples, max category conditions [35], timestep  813
2024-08-18 16:32:23.421410: Remain 147 Samples, max category conditions [35], timestep  812
2024-08-18 16:32:23.514017: Remain 147 Samples, max category conditions [35], timestep  811
2024-08-18 16:32:23.622231: Remain 147 Samples, max category conditions [35], timestep  810
2024-08-18 16:32:24.256246: Remain 147 Samples, max category conditions [35], timestep  809
2024-08-18 16:32:24.340857: Remain 147 Samples, max category conditions [35], timestep  808
2024-08-18 16:32:24.425367: Remain 147 Samples, max category conditions [35], timestep  807
2024-08-18 16:32:24.509942: Remain 147 Samples, max category conditions [35], timestep  806
2024-08-18 16:32:24.594483: Remain 147 Samples, max category conditions [35], timestep  805
2024-08-18 16:32:24.688992: Remain 147 Samples, max category conditions [35], timestep  804
2024-08-18 16:32:24.812634: Remain 147 Samples, max category conditions [35], timestep  803
2024-08-18 16:32:24.907212: Remain 147 Samples, max category conditions [35], timestep  802
2024-08-18 16:32:25.012815: Remain 147 Samples, max category conditions [35], timestep  801
2024-08-18 16:32:25.107424: Remain 147 Samples, max category conditions [35], timestep  800
2024-08-18 16:32:25.213000: Remain 147 Samples, max category conditions [35], timestep  799
2024-08-18 16:32:25.307511: Remain 147 Samples, max category conditions [35], timestep  798
2024-08-18 16:32:25.426116: Remain 147 Samples, max category conditions [35], timestep  797
2024-08-18 16:32:25.525722: Remain 147 Samples, max category conditions [35], timestep  796
2024-08-18 16:32:25.627294: Remain 147 Samples, max category conditions [35], timestep  795
2024-08-18 16:32:25.776874: Remain 147 Samples, max category conditions [35], timestep  794
2024-08-18 16:32:25.883957: Remain 147 Samples, max category conditions [35], timestep  793
2024-08-18 16:32:25.982549: Remain 147 Samples, max category conditions [35], timestep  792
2024-08-18 16:32:26.083903: Remain 147 Samples, max category conditions [35], timestep  791
2024-08-18 16:32:26.182450: Remain 147 Samples, max category conditions [35], timestep  790
2024-08-18 16:32:26.285059: Remain 147 Samples, max category conditions [35], timestep  789
2024-08-18 16:32:26.377094: Remain 147 Samples, max category conditions [35], timestep  788
2024-08-18 16:32:26.491205: Remain 147 Samples, max category conditions [35], timestep  787
2024-08-18 16:32:26.594784: Remain 147 Samples, max category conditions [35], timestep  786
2024-08-18 16:32:26.691127: Remain 147 Samples, max category conditions [35], timestep  785
2024-08-18 16:32:26.794704: Remain 147 Samples, max category conditions [35], timestep  784
2024-08-18 16:32:26.891915: Remain 147 Samples, max category conditions [35], timestep  783
2024-08-18 16:32:26.995002: Remain 147 Samples, max category conditions [35], timestep  782
2024-08-18 16:32:27.092097: Remain 147 Samples, max category conditions [35], timestep  781
2024-08-18 16:32:27.208636: Remain 147 Samples, max category conditions [35], timestep  780
2024-08-18 16:32:27.308210: Remain 147 Samples, max category conditions [35], timestep  779
2024-08-18 16:32:27.401362: Remain 147 Samples, max category conditions [35], timestep  778
2024-08-18 16:32:27.491951: Remain 147 Samples, max category conditions [35], timestep  777
2024-08-18 16:32:27.594527: Remain 147 Samples, max category conditions [35], timestep  776
2024-08-18 16:32:27.688672: Remain 147 Samples, max category conditions [35], timestep  775
2024-08-18 16:32:28.341913: Remain 147 Samples, max category conditions [35], timestep  774
2024-08-18 16:32:28.426456: Remain 147 Samples, max category conditions [35], timestep  773
2024-08-18 16:32:28.511066: Remain 147 Samples, max category conditions [35], timestep  772
2024-08-18 16:32:28.595578: Remain 147 Samples, max category conditions [35], timestep  771
2024-08-18 16:32:28.680648: Remain 147 Samples, max category conditions [35], timestep  770
2024-08-18 16:32:28.853634: Remain 147 Samples, max category conditions [35], timestep  769
2024-08-18 16:32:28.974241: Remain 147 Samples, max category conditions [35], timestep  768
2024-08-18 16:32:29.078771: Remain 147 Samples, max category conditions [35], timestep  767
2024-08-18 16:32:29.178412: Remain 147 Samples, max category conditions [35], timestep  766
2024-08-18 16:32:29.292138: Remain 147 Samples, max category conditions [35], timestep  765
2024-08-18 16:32:29.393290: Remain 147 Samples, max category conditions [35], timestep  764
2024-08-18 16:32:29.492602: Remain 147 Samples, max category conditions [35], timestep  763
2024-08-18 16:32:29.594214: Remain 147 Samples, max category conditions [35], timestep  762
2024-08-18 16:32:30.220637: Remain 147 Samples, max category conditions [35], timestep  761
2024-08-18 16:32:30.305245: Remain 147 Samples, max category conditions [35], timestep  760
2024-08-18 16:32:30.389755: Remain 147 Samples, max category conditions [35], timestep  759
2024-08-18 16:32:30.474821: Remain 147 Samples, max category conditions [35], timestep  758
2024-08-18 16:32:30.559392: Remain 147 Samples, max category conditions [35], timestep  757
2024-08-18 16:32:30.644006: Remain 147 Samples, max category conditions [35], timestep  756
2024-08-18 16:32:30.766545: Remain 147 Samples, max category conditions [35], timestep  755
2024-08-18 16:32:30.864085: Remain 147 Samples, max category conditions [35], timestep  754
2024-08-18 16:32:30.963659: Remain 147 Samples, max category conditions [35], timestep  753
2024-08-18 16:32:31.059267: Remain 147 Samples, max category conditions [35], timestep  752
2024-08-18 16:32:31.162876: Remain 147 Samples, max category conditions [35], timestep  751
2024-08-18 16:32:32.377827: Remain 147 Samples, max category conditions [35], timestep  750
2024-08-18 16:32:32.483434: Remain 147 Samples, max category conditions [35], timestep  749
2024-08-18 16:32:32.583010: Remain 147 Samples, max category conditions [35], timestep  748
2024-08-18 16:32:32.685613: Remain 147 Samples, max category conditions [35], timestep  747
2024-08-18 16:32:32.782366: Remain 147 Samples, max category conditions [35], timestep  746
2024-08-18 16:32:32.892111: Remain 147 Samples, max category conditions [35], timestep  745
2024-08-18 16:32:32.994721: Remain 147 Samples, max category conditions [35], timestep  744
2024-08-18 16:32:33.091335: Remain 147 Samples, max category conditions [35], timestep  743
2024-08-18 16:32:33.188939: Remain 147 Samples, max category conditions [35], timestep  742
2024-08-18 16:32:33.294546: Remain 147 Samples, max category conditions [35], timestep  741
2024-08-18 16:32:34.539210: Remain 147 Samples, max category conditions [35], timestep  740
2024-08-18 16:32:34.623824: Remain 147 Samples, max category conditions [35], timestep  739
2024-08-18 16:32:34.708428: Remain 147 Samples, max category conditions [35], timestep  738
2024-08-18 16:32:34.793042: Remain 147 Samples, max category conditions [35], timestep  737
2024-08-18 16:32:34.878013: Remain 147 Samples, max category conditions [35], timestep  736
2024-08-18 16:32:34.964550: Remain 147 Samples, max category conditions [35], timestep  735
2024-08-18 16:32:35.049160: Remain 147 Samples, max category conditions [35], timestep  734
2024-08-18 16:32:35.133767: Remain 147 Samples, max category conditions [35], timestep  733
2024-08-18 16:32:35.218341: Remain 147 Samples, max category conditions [35], timestep  732
2024-08-18 16:32:35.302983: Remain 147 Samples, max category conditions [35], timestep  731
2024-08-18 16:32:35.386952: Remain 147 Samples, max category conditions [35], timestep  730
2024-08-18 16:32:35.472508: Remain 147 Samples, max category conditions [35], timestep  729
2024-08-18 16:32:36.704949: Remain 147 Samples, max category conditions [35], timestep  728
2024-08-18 16:32:36.800559: Remain 147 Samples, max category conditions [35], timestep  727
2024-08-18 16:32:36.900146: Remain 147 Samples, max category conditions [35], timestep  726
2024-08-18 16:32:37.000796: Remain 147 Samples, max category conditions [35], timestep  725
2024-08-18 16:32:37.143904: Remain 147 Samples, max category conditions [35], timestep  724
2024-08-18 16:32:37.244522: Remain 147 Samples, max category conditions [35], timestep  723
2024-08-18 16:32:37.341128: Remain 147 Samples, max category conditions [35], timestep  722
2024-08-18 16:32:37.441734: Remain 147 Samples, max category conditions [35], timestep  721
2024-08-18 16:32:37.544343: Remain 147 Samples, max category conditions [35], timestep  720
2024-08-18 16:32:37.646902: Remain 147 Samples, max category conditions [35], timestep  719
2024-08-18 16:32:38.879946: Remain 147 Samples, max category conditions [35], timestep  718
2024-08-18 16:32:38.981511: Remain 147 Samples, max category conditions [35], timestep  717
2024-08-18 16:32:39.079985: Remain 147 Samples, max category conditions [35], timestep  716
2024-08-18 16:32:39.188560: Remain 147 Samples, max category conditions [35], timestep  715
2024-08-18 16:32:39.292707: Remain 147 Samples, max category conditions [35], timestep  714
2024-08-18 16:32:39.391778: Remain 147 Samples, max category conditions [35], timestep  713
2024-08-18 16:32:39.498933: Remain 147 Samples, max category conditions [35], timestep  712
2024-08-18 16:32:39.597577: Remain 147 Samples, max category conditions [35], timestep  711
2024-08-18 16:32:39.697049: Remain 147 Samples, max category conditions [35], timestep  710
2024-08-18 16:32:39.796693: Remain 147 Samples, max category conditions [35], timestep  709
2024-08-18 16:32:41.066307: Remain 147 Samples, max category conditions [35], timestep  708
2024-08-18 16:32:41.165883: Remain 147 Samples, max category conditions [35], timestep  707
2024-08-18 16:32:41.267452: Remain 147 Samples, max category conditions [35], timestep  706
2024-08-18 16:32:41.358026: Remain 147 Samples, max category conditions [35], timestep  705
2024-08-18 16:32:41.462636: Remain 147 Samples, max category conditions [35], timestep  704
2024-08-18 16:32:41.559245: Remain 147 Samples, max category conditions [35], timestep  703
2024-08-18 16:32:41.661850: Remain 147 Samples, max category conditions [35], timestep  702
2024-08-18 16:32:41.758468: Remain 147 Samples, max category conditions [35], timestep  701
2024-08-18 16:32:41.860079: Remain 147 Samples, max category conditions [35], timestep  700
2024-08-18 16:32:41.960688: Remain 147 Samples, max category conditions [35], timestep  699
2024-08-18 16:32:42.125773: Remain 147 Samples, max category conditions [35], timestep  698
2024-08-18 16:32:42.216383: Remain 147 Samples, max category conditions [35], timestep  697
2024-08-18 16:32:42.300943: Remain 147 Samples, max category conditions [35], timestep  696
2024-08-18 16:32:42.386010: Remain 147 Samples, max category conditions [35], timestep  695
2024-08-18 16:32:42.470580: Remain 147 Samples, max category conditions [35], timestep  694
2024-08-18 16:32:42.590194: Remain 147 Samples, max category conditions [35], timestep  693
2024-08-18 16:32:42.690325: Remain 147 Samples, max category conditions [35], timestep  692
2024-08-18 16:32:42.825468: Remain 147 Samples, max category conditions [35], timestep  691
2024-08-18 16:32:42.926973: Remain 147 Samples, max category conditions [35], timestep  690
2024-08-18 16:32:43.028569: Remain 147 Samples, max category conditions [35], timestep  689
2024-08-18 16:32:43.125190: Remain 147 Samples, max category conditions [35], timestep  688
2024-08-18 16:32:43.233759: Remain 147 Samples, max category conditions [35], timestep  687
2024-08-18 16:32:43.333373: Remain 147 Samples, max category conditions [35], timestep  686
2024-08-18 16:32:43.438977: Remain 147 Samples, max category conditions [35], timestep  685
2024-08-18 16:32:43.533559: Remain 147 Samples, max category conditions [35], timestep  684
2024-08-18 16:32:43.633210: Remain 147 Samples, max category conditions [35], timestep  683
2024-08-18 16:32:43.782807: Remain 147 Samples, max category conditions [35], timestep  682
2024-08-18 16:32:43.877373: Remain 147 Samples, max category conditions [35], timestep  681
2024-08-18 16:32:43.983018: Remain 147 Samples, max category conditions [35], timestep  680
2024-08-18 16:32:44.082626: Remain 147 Samples, max category conditions [35], timestep  679
2024-08-18 16:32:44.185240: Remain 147 Samples, max category conditions [35], timestep  678
2024-08-18 16:32:44.281784: Remain 147 Samples, max category conditions [35], timestep  677
2024-08-18 16:32:44.383364: Remain 147 Samples, max category conditions [35], timestep  676
2024-08-18 16:32:44.497513: Remain 147 Samples, max category conditions [35], timestep  675
2024-08-18 16:32:44.591587: Remain 147 Samples, max category conditions [35], timestep  674
2024-08-18 16:32:44.742666: Remain 147 Samples, max category conditions [35], timestep  673
2024-08-18 16:32:44.861284: Remain 147 Samples, max category conditions [35], timestep  672
2024-08-18 16:32:44.965890: Remain 147 Samples, max category conditions [35], timestep  671
2024-08-18 16:32:45.062494: Remain 147 Samples, max category conditions [35], timestep  670
2024-08-18 16:32:45.158076: Remain 147 Samples, max category conditions [35], timestep  669
2024-08-18 16:32:45.259657: Remain 147 Samples, max category conditions [35], timestep  668
2024-08-18 16:32:45.360268: Remain 147 Samples, max category conditions [35], timestep  667
2024-08-18 16:32:45.461810: Remain 147 Samples, max category conditions [35], timestep  666
2024-08-18 16:32:45.558408: Remain 147 Samples, max category conditions [35], timestep  665
2024-08-18 16:32:45.667968: Remain 147 Samples, max category conditions [35], timestep  664
2024-08-18 16:32:45.816039: Remain 147 Samples, max category conditions [35], timestep  663
2024-08-18 16:32:45.945551: Remain 147 Samples, max category conditions [35], timestep  662
2024-08-18 16:32:46.046595: Remain 147 Samples, max category conditions [35], timestep  661
2024-08-18 16:32:46.141239: Remain 147 Samples, max category conditions [35], timestep  660
2024-08-18 16:32:46.246393: Remain 147 Samples, max category conditions [35], timestep  659
2024-08-18 16:32:46.340718: Remain 147 Samples, max category conditions [35], timestep  658
2024-08-18 16:32:46.441322: Remain 147 Samples, max category conditions [35], timestep  657
2024-08-18 16:32:46.545865: Remain 147 Samples, max category conditions [35], timestep  656
2024-08-18 16:32:46.641438: Remain 147 Samples, max category conditions [35], timestep  655
2024-08-18 16:32:46.746499: Remain 147 Samples, max category conditions [35], timestep  654
2024-08-18 16:32:46.845013: Remain 147 Samples, max category conditions [35], timestep  653
2024-08-18 16:32:46.942590: Remain 147 Samples, max category conditions [35], timestep  652
2024-08-18 16:32:47.051140: Remain 147 Samples, max category conditions [35], timestep  651
2024-08-18 16:32:47.166180: Remain 147 Samples, max category conditions [35], timestep  650
2024-08-18 16:32:47.272800: Remain 147 Samples, max category conditions [35], timestep  649
2024-08-18 16:32:47.366291: Remain 147 Samples, max category conditions [35], timestep  648
2024-08-18 16:32:47.467794: Remain 147 Samples, max category conditions [35], timestep  647
2024-08-18 16:32:47.562352: Remain 147 Samples, max category conditions [35], timestep  646
2024-08-18 16:32:47.658964: Remain 147 Samples, max category conditions [35], timestep  645
2024-08-18 16:32:47.777571: Remain 147 Samples, max category conditions [35], timestep  644
2024-08-18 16:32:47.876147: Remain 147 Samples, max category conditions [35], timestep  643
2024-08-18 16:32:47.978722: Remain 147 Samples, max category conditions [35], timestep  642
2024-08-18 16:32:48.075332: Remain 147 Samples, max category conditions [35], timestep  641
2024-08-18 16:32:48.177924: Remain 147 Samples, max category conditions [35], timestep  640
2024-08-18 16:32:48.275504: Remain 147 Samples, max category conditions [35], timestep  639
2024-08-18 16:32:48.377014: Remain 147 Samples, max category conditions [35], timestep  638
2024-08-18 16:32:48.494593: Remain 147 Samples, max category conditions [35], timestep  637
2024-08-18 16:32:48.591173: Remain 147 Samples, max category conditions [35], timestep  636
2024-08-18 16:32:48.698650: Remain 147 Samples, max category conditions [35], timestep  635
2024-08-18 16:32:48.801700: Remain 147 Samples, max category conditions [35], timestep  634
2024-08-18 16:32:48.893769: Remain 147 Samples, max category conditions [35], timestep  633
2024-08-18 16:32:48.998057: Remain 147 Samples, max category conditions [35], timestep  632
2024-08-18 16:32:49.094654: Remain 147 Samples, max category conditions [35], timestep  631
2024-08-18 16:32:49.195201: Remain 147 Samples, max category conditions [35], timestep  630
2024-08-18 16:32:49.291814: Remain 147 Samples, max category conditions [35], timestep  629
2024-08-18 16:32:49.395393: Remain 147 Samples, max category conditions [35], timestep  628
2024-08-18 16:32:49.506089: Remain 147 Samples, max category conditions [35], timestep  627
2024-08-18 16:32:49.608700: Remain 147 Samples, max category conditions [35], timestep  626
2024-08-18 16:32:49.712316: Remain 147 Samples, max category conditions [35], timestep  625
2024-08-18 16:32:49.813882: Remain 147 Samples, max category conditions [35], timestep  624
2024-08-18 16:32:49.914523: Remain 147 Samples, max category conditions [35], timestep  623
2024-08-18 16:32:50.012135: Remain 147 Samples, max category conditions [35], timestep  622
2024-08-18 16:32:50.111644: Remain 147 Samples, max category conditions [35], timestep  621
2024-08-18 16:32:50.214251: Remain 147 Samples, max category conditions [35], timestep  620
2024-08-18 16:32:50.316832: Remain 147 Samples, max category conditions [35], timestep  619
2024-08-18 16:32:50.412403: Remain 147 Samples, max category conditions [35], timestep  618
2024-08-18 16:32:50.511985: Remain 147 Samples, max category conditions [35], timestep  617
2024-08-18 16:32:50.617595: Remain 147 Samples, max category conditions [35], timestep  616
2024-08-18 16:32:50.771231: Remain 147 Samples, max category conditions [35], timestep  615
2024-08-18 16:32:50.869819: Remain 147 Samples, max category conditions [35], timestep  614
2024-08-18 16:32:50.978127: Remain 147 Samples, max category conditions [35], timestep  613
2024-08-18 16:32:51.090672: Remain 147 Samples, max category conditions [35], timestep  612
2024-08-18 16:32:51.184216: Remain 147 Samples, max category conditions [35], timestep  611
2024-08-18 16:32:51.275757: Remain 147 Samples, max category conditions [35], timestep  610
2024-08-18 16:32:51.378298: Remain 147 Samples, max category conditions [35], timestep  609
2024-08-18 16:32:51.480914: Remain 147 Samples, max category conditions [35], timestep  608
2024-08-18 16:32:51.575520: Remain 147 Samples, max category conditions [35], timestep  607
2024-08-18 16:32:52.226925: Remain 147 Samples, max category conditions [35], timestep  606
2024-08-18 16:32:52.348474: Remain 147 Samples, max category conditions [35], timestep  605
2024-08-18 16:32:52.442050: Remain 147 Samples, max category conditions [35], timestep  604
2024-08-18 16:32:52.547692: Remain 147 Samples, max category conditions [35], timestep  603
2024-08-18 16:32:52.641269: Remain 147 Samples, max category conditions [35], timestep  602
2024-08-18 16:32:52.790880: Remain 147 Samples, max category conditions [35], timestep  601
2024-08-18 16:32:52.891455: Remain 147 Samples, max category conditions [35], timestep  600
2024-08-18 16:32:52.990196: Remain 147 Samples, max category conditions [35], timestep  599
2024-08-18 16:32:53.090806: Remain 147 Samples, max category conditions [35], timestep  598
2024-08-18 16:32:53.208986: Remain 147 Samples, max category conditions [35], timestep  597
2024-08-18 16:32:53.308545: Remain 147 Samples, max category conditions [35], timestep  596
2024-08-18 16:32:53.413166: Remain 147 Samples, max category conditions [35], timestep  595
2024-08-18 16:32:53.507770: Remain 147 Samples, max category conditions [35], timestep  594
2024-08-18 16:32:53.608248: Remain 147 Samples, max category conditions [35], timestep  593
2024-08-18 16:32:54.256837: Remain 147 Samples, max category conditions [35], timestep  592
2024-08-18 16:32:54.340454: Remain 147 Samples, max category conditions [35], timestep  591
2024-08-18 16:32:54.424952: Remain 147 Samples, max category conditions [35], timestep  590
2024-08-18 16:32:54.508520: Remain 147 Samples, max category conditions [35], timestep  589
2024-08-18 16:32:54.593497: Remain 147 Samples, max category conditions [35], timestep  588
2024-08-18 16:32:54.708646: Remain 147 Samples, max category conditions [35], timestep  587
2024-08-18 16:32:54.812255: Remain 147 Samples, max category conditions [35], timestep  586
2024-08-18 16:32:54.911833: Remain 147 Samples, max category conditions [35], timestep  585
2024-08-18 16:32:55.008447: Remain 147 Samples, max category conditions [35], timestep  584
2024-08-18 16:32:55.112057: Remain 147 Samples, max category conditions [35], timestep  583
2024-08-18 16:32:55.208620: Remain 147 Samples, max category conditions [35], timestep  582
2024-08-18 16:32:56.429262: Remain 147 Samples, max category conditions [35], timestep  581
2024-08-18 16:32:56.527880: Remain 147 Samples, max category conditions [35], timestep  580
2024-08-18 16:32:56.623386: Remain 147 Samples, max category conditions [35], timestep  579
2024-08-18 16:32:56.727993: Remain 147 Samples, max category conditions [35], timestep  578
2024-08-18 16:32:56.829607: Remain 147 Samples, max category conditions [35], timestep  577
2024-08-18 16:32:56.932211: Remain 147 Samples, max category conditions [35], timestep  576
2024-08-18 16:32:57.033813: Remain 147 Samples, max category conditions [35], timestep  575
2024-08-18 16:32:57.132432: Remain 147 Samples, max category conditions [35], timestep  574
2024-08-18 16:32:57.235027: Remain 147 Samples, max category conditions [35], timestep  573
2024-08-18 16:32:57.330169: Remain 147 Samples, max category conditions [35], timestep  572
2024-08-18 16:32:58.558298: Remain 147 Samples, max category conditions [35], timestep  571
2024-08-18 16:32:58.660906: Remain 147 Samples, max category conditions [35], timestep  570
2024-08-18 16:32:58.758518: Remain 147 Samples, max category conditions [35], timestep  569
2024-08-18 16:32:58.862131: Remain 147 Samples, max category conditions [35], timestep  568
2024-08-18 16:32:58.959731: Remain 147 Samples, max category conditions [35], timestep  567
2024-08-18 16:32:59.061308: Remain 147 Samples, max category conditions [35], timestep  566
2024-08-18 16:32:59.157947: Remain 147 Samples, max category conditions [35], timestep  565
2024-08-18 16:32:59.265578: Remain 147 Samples, max category conditions [35], timestep  564
2024-08-18 16:32:59.372172: Remain 147 Samples, max category conditions [35], timestep  563
2024-08-18 16:32:59.465760: Remain 147 Samples, max category conditions [35], timestep  562
2024-08-18 16:33:00.693665: Remain 147 Samples, max category conditions [35], timestep  561
2024-08-18 16:33:00.777777: Remain 147 Samples, max category conditions [35], timestep  560
2024-08-18 16:33:00.866382: Remain 147 Samples, max category conditions [35], timestep  559
2024-08-18 16:33:00.954993: Remain 147 Samples, max category conditions [35], timestep  558
2024-08-18 16:33:01.038567: Remain 147 Samples, max category conditions [35], timestep  557
2024-08-18 16:33:01.123184: Remain 147 Samples, max category conditions [35], timestep  556
2024-08-18 16:33:01.208218: Remain 147 Samples, max category conditions [35], timestep  555
2024-08-18 16:33:01.291786: Remain 147 Samples, max category conditions [35], timestep  554
2024-08-18 16:33:01.375394: Remain 147 Samples, max category conditions [35], timestep  553
2024-08-18 16:33:01.460001: Remain 147 Samples, max category conditions [35], timestep  552
2024-08-18 16:33:01.544614: Remain 147 Samples, max category conditions [35], timestep  551
2024-08-18 16:33:02.844554: Remain 147 Samples, max category conditions [35], timestep  550
2024-08-18 16:33:02.933156: Remain 147 Samples, max category conditions [35], timestep  549
2024-08-18 16:33:03.016776: Remain 147 Samples, max category conditions [35], timestep  548
2024-08-18 16:33:03.100807: Remain 147 Samples, max category conditions [35], timestep  547
2024-08-18 16:33:03.185312: Remain 147 Samples, max category conditions [35], timestep  546
2024-08-18 16:33:03.271862: Remain 147 Samples, max category conditions [35], timestep  545
2024-08-18 16:33:03.356497: Remain 147 Samples, max category conditions [35], timestep  544
2024-08-18 16:33:03.441107: Remain 147 Samples, max category conditions [35], timestep  543
2024-08-18 16:33:03.524616: Remain 147 Samples, max category conditions [35], timestep  542
2024-08-18 16:33:03.609682: Remain 147 Samples, max category conditions [35], timestep  541
2024-08-18 16:33:03.694266: Remain 147 Samples, max category conditions [35], timestep  540
2024-08-18 16:33:03.778767: Remain 147 Samples, max category conditions [35], timestep  539
2024-08-18 16:33:04.997551: Remain 147 Samples, max category conditions [35], timestep  538
2024-08-18 16:33:05.082100: Remain 147 Samples, max category conditions [35], timestep  537
2024-08-18 16:33:05.166738: Remain 147 Samples, max category conditions [35], timestep  536
2024-08-18 16:33:05.250892: Remain 147 Samples, max category conditions [35], timestep  535
2024-08-18 16:33:05.334481: Remain 147 Samples, max category conditions [35], timestep  534
2024-08-18 16:33:05.419049: Remain 147 Samples, max category conditions [35], timestep  533
2024-08-18 16:33:05.503083: Remain 147 Samples, max category conditions [35], timestep  532
2024-08-18 16:33:05.587259: Remain 147 Samples, max category conditions [35], timestep  531
2024-08-18 16:33:05.671675: Remain 147 Samples, max category conditions [35], timestep  530
2024-08-18 16:33:05.756223: Remain 147 Samples, max category conditions [35], timestep  529
2024-08-18 16:33:05.841611: Remain 147 Samples, max category conditions [35], timestep  528
2024-08-18 16:33:05.927121: Remain 147 Samples, max category conditions [35], timestep  527
2024-08-18 16:33:07.204714: Remain 147 Samples, max category conditions [35], timestep  526
2024-08-18 16:33:07.289288: Remain 147 Samples, max category conditions [35], timestep  525
2024-08-18 16:33:07.373868: Remain 147 Samples, max category conditions [35], timestep  524
2024-08-18 16:33:07.457472: Remain 147 Samples, max category conditions [35], timestep  523
